9.862190485000610352e-02  -9.852197766304016113e-02  4.395485818386077881e-01  3.118442296981811523e-01  2.108877897262573242e-02  -1.288958638906478882e-01  -2.274606376886367798e-01  -4.199424684047698975e-01  -1.534540206193923950e-02  -2.760872244834899902e-01  1.895080804824829102e-01  4.703337848186492920e-01  -6.666676998138427734e-01  4.211096763610839844e-01  -8.974239230155944824e-02  -1.267585754394531250e-01  -4.578831791877746582e-02  1.929179951548576355e-02  2.611317038536071777e-01  1.325169801712036133e-01  -8.141043782234191895e-02  -6.641411185264587402e-01  -1.000301539897918701e-02  1.639477908611297607e-02  8.500310778617858887e-02  2.240924686193466187e-01  5.662561655044555664e-01  -1.342118233442306519e-01  1.282405108213424683e-01  4.485206305980682373e-02  1.481958329677581787e-01  2.604522705078125000e-01
-5.596115589141845703e-01  -3.452583551406860352e-01  -2.744912169873714447e-03  2.690393328666687012e-01  -6.954503059387207031e-01  1.844990849494934082e-01  -6.356320530176162720e-02  2.858404070138931274e-03  3.207591474056243896e-01  -1.698489189147949219e-01  2.727455496788024902e-01  -3.625254333019256592e-02  1.338944490998983383e-02  -9.141517430543899536e-02  5.403589457273483276e-02  -2.201845645904541016e-01  -3.179086744785308838e-01  1.828327775001525879e-01  -7.495529055595397949e-01  9.621235728263854980e-02  2.867987751960754395e-01  3.211649656295776367e-01  -3.540336191654205322e-01  2.422363460063934326e-01  3.928120732307434082e-01  3.524733334779739380e-02  2.130744904279708862e-01  -2.465274333953857422e-01  -1.237989440560340881e-01  -5.516138076782226562e-01  3.243026435375213623e-01  -6.724749505519866943e-02
1.212779060006141663e-01  3.878995776176452637e-02  1.570570617914199829e-01  -1.184370815753936768e-01  4.079333543777465820e-01  2.885324358940124512e-01  -7.695575058460235596e-02  -1.226913630962371826e-01  1.504559516906738281e-01  -2.504673004150390625e-01  -3.566387295722961426e-01  -1.552280038595199585e-01  3.204383701086044312e-02  1.815812140703201294e-01  1.525464653968811035e-01  -4.281076788902282715e-02  4.569856822490692139e-02  2.196893244981765747e-01  -1.064395308494567871e-01  7.652568817138671875e-02  -5.538972020149230957e-01  -8.807733654975891113e-03  -3.334956765174865723e-01  2.150300145149230957e-01  4.059537649154663086e-01  1.634897440671920776e-01  5.979713797569274902e-02  2.844263911247253418e-01  2.351745963096618652e-02  6.062452197074890137e-01  4.709546864032745361e-01  -4.468170404434204102e-01
-1.535300910472869873e-01  7.421239614486694336e-01  -4.456619918346405029e-01  -6.079766154289245605e-01  -2.422108650207519531e-01  -4.941184520721435547e-01  -4.916827380657196045e-01  -4.171112775802612305e-01  7.341124117374420166e-02  -4.401814341545104980e-01  -8.324344456195831299e-02  5.897171050310134888e-02  -2.346802055835723877e-01  -2.599901556968688965e-01  -9.592282772064208984e-02  1.843068301677703857e-01  -2.099252790212631226e-01  3.697022199630737305e-01  3.251663148403167725e-01  -1.267037075012922287e-02  -2.369793690741062164e-02  -2.200453579425811768e-01  -5.265460014343261719e-01  2.293630391359329224e-01  -5.293194577097892761e-02  3.335343301296234131e-01  5.921037197113037109e-01  -2.337672412395477295e-01  -1.846449375152587891e-01  2.737711966037750244e-01  -7.466987371444702148e-01  2.595061957836151123e-01
-1.311427056789398193e-01  -2.889400720596313477e-01  2.413234859704971313e-01  -4.857720136642456055e-01  1.767612397670745850e-01  -8.748552948236465454e-02  2.961797714233398438e-01  -9.402130246162414551e-01  5.729318857192993164e-01  -2.870056033134460449e-01  -6.830250620841979980e-01  1.864882707595825195e-01  -2.642799019813537598e-01  -3.640326857566833496e-02  -3.022651374340057373e-02  -2.563133835792541504e-01  -2.925151288509368896e-01  5.184862613677978516e-01  -3.684450685977935791e-02  -3.028631508350372314e-01  4.134835302829742432e-02  -2.024375498294830322e-01  -6.676588058471679688e-01  -2.616428434848785400e-01  -2.169019281864166260e-01  9.505213052034378052e-02  -2.241116911172866821e-01  2.625778317451477051e-01  3.144648671150207520e-02  1.080803051590919495e-01  7.356700301170349121e-02  -5.800200998783111572e-02
6.124782934784889221e-02  -4.203145205974578857e-01  5.478037595748901367e-01  1.626421213150024414e-01  -3.300956785678863525e-01  -5.536697059869766235e-02  -5.772330760955810547e-01  1.841015964746475220e-01  -3.087354302406311035e-01  5.959511175751686096e-02  -2.193759679794311523e-01  4.686040431261062622e-02  -1.163610592484474182e-01  2.690025269985198975e-01  5.402579903602600098e-01  6.437433511018753052e-02  1.522210538387298584e-01  4.826939105987548828e-01  -6.520989537239074707e-02  3.562900424003601074e-01  2.239252179861068726e-01  -6.882020086050033569e-02  -2.019458711147308350e-01  1.336190104484558105e-01  1.354019641876220703e-01  -4.464398622512817383e-01  1.993885040283203125e-01  -1.154775470495223999e-01  -9.535191953182220459e-02  -1.633644402027130127e-01  1.779550015926361084e-01  1.514462530612945557e-01
1.457217782735824585e-01  2.734130620956420898e-02  -4.608786106109619141e-01  -1.323460340499877930e-01  -5.647495388984680176e-03  -3.435783088207244873e-02  -3.478749692440032959e-01  -2.332473099231719971e-01  -4.882300496101379395e-01  -3.141928911209106445e-01  -2.421501278877258301e-02  4.186001420021057129e-02  -1.549426913261413574e-01  -2.662030756473541260e-01  7.652992010116577148e-02  -1.410139948129653931e-01  5.554690957069396973e-01  6.075549721717834473e-01  -3.068661391735076904e-01  3.319635093212127686e-01  3.720503747463226318e-01  9.761545062065124512e-02  3.947997093200683594e-01  4.514425694942474365e-01  1.723473072052001953e-01  -1.445838212966918945e-01  8.765500783920288086e-02  -4.944308102130889893e-01  1.438439339399337769e-01  -6.504294276237487793e-02  3.186864554882049561e-01  -7.754716277122497559e-02
6.373900920152664185e-02  -3.033262789249420166e-01  2.978667020797729492e-01  1.913471519947052002e-01  -7.191121578216552734e-01  1.483590155839920044e-01  2.289279699325561523e-01  2.715406417846679688e-01  5.343347415328025818e-02  4.627836942672729492e-01  4.726376011967658997e-02  2.148903012275695801e-01  1.832534372806549072e-01  7.415479421615600586e-02  2.195311784744262695e-01  3.043521195650100708e-02  -7.383867502212524414e-01  -2.828953266143798828e-01  -2.230279445648193359e-01  -2.728216648101806641e-01  -1.360229849815368652e-01  -3.561276197433471680e-01  -6.025590375065803528e-02  -3.183099031448364258e-01  3.484672307968139648e-02  1.627669930458068848e-01  -5.475890636444091797e-01  -1.669220328330993652e-01  -2.811854705214500427e-02  3.962366282939910889e-01  -3.404669761657714844e-01  -9.788785129785537720e-02
4.067742824554443359e-01  8.793282508850097656e-02  2.308862507343292236e-01  2.780226469039916992e-01  -8.573806285858154297e-02  -1.340876668691635132e-01  3.968068361282348633e-01  5.690683722496032715e-01  -2.706958651542663574e-01  -3.429453819990158081e-02  -3.875647112727165222e-02  -2.640978097915649414e-01  -1.922366209328174591e-02  -1.952661275863647461e-01  6.575743854045867920e-02  -1.352404952049255371e-01  -2.411058545112609863e-01  -6.892712414264678955e-02  2.589304447174072266e-01  5.892934799194335938e-01  -2.115897089242935181e-01  2.388734817504882812e-01  -3.486909866333007812e-01  6.109149456024169922e-01  6.146357208490371704e-02  -3.541285097599029541e-01  1.400733292102813721e-01  9.569626301527023315e-02  -3.242388665676116943e-01  4.887472987174987793e-01  4.364888072013854980e-01  2.608507573604583740e-01
-3.253857791423797607e-02  3.321526944637298584e-02  1.869554817676544189e-01  -1.958848536014556885e-01  4.760676026344299316e-01  -2.628349959850311279e-01  -5.849169492721557617e-01  -3.721064925193786621e-01  -5.127824544906616211e-01  3.408882021903991699e-02  -1.438324153423309326e-01  2.703059315681457520e-01  -1.809391677379608154e-01  4.731061309576034546e-02  4.711388647556304932e-01  -2.376797050237655640e-01  2.225476503372192383e-01  5.395476818084716797e-01  1.517031900584697723e-02  1.541427969932556152e-01  6.184754371643066406e-01  -2.312508076429367065e-01  2.860111296176910400e-01  1.464404258877038956e-02  6.146813631057739258e-01  -5.691411495208740234e-01  -2.317005097866058350e-01  1.206782609224319458e-01  5.364760756492614746e-02  -1.542815268039703369e-01  6.693970412015914917e-02  -2.146545201539993286e-01
-1.664875149726867676e-01  1.516075730323791504e-01  -2.654091119766235352e-01  1.480037122964859009e-01  -1.256379336118698120e-01  -2.020807713270187378e-01  4.610091447830200195e-01  -2.387467026710510254e-01  -3.459587693214416504e-01  -1.361567974090576172e-01  4.719627648591995239e-02  5.125931501388549805e-01  -4.530948400497436523e-01  2.880166769027709961e-01  -1.340024620294570923e-01  -3.405647575855255127e-01  -2.269623130559921265e-01  4.557898640632629395e-02  1.245482116937637329e-01  1.968695819377899170e-01  3.880093395709991455e-01  3.051742911338806152e-01  2.984167039394378662e-01  -2.210128605365753174e-01  1.446686685085296631e-01  -7.393448054790496826e-02  -2.555422186851501465e-01  -1.052603423595428467e-01  -3.339725732803344727e-01  -5.006297230720520020e-01  2.625020146369934082e-01  2.891496419906616211e-01
9.806333482265472412e-02  -2.209945470094680786e-01  5.625820755958557129e-01  2.172002941370010376e-01  3.893998637795448303e-02  -3.363429009914398193e-01  5.955173075199127197e-02  -6.203731521964073181e-02  6.091474890708923340e-01  -5.652025938034057617e-01  3.089043498039245605e-01  2.605507671833038330e-01  -1.312277838587760925e-02  -5.849778652191162109e-02  1.248481422662734985e-01  2.486771196126937866e-01  -4.821854233741760254e-01  -8.826978504657745361e-02  5.164524316787719727e-01  -1.029977202415466309e-02  -3.311173617839813232e-02  -9.675425291061401367e-02  -3.187003731727600098e-02  -1.407315731048583984e-01  -6.968847513198852539e-01  2.641994357109069824e-01  7.351776957511901855e-02  -3.318574726581573486e-01  4.281534254550933838e-01  2.531469613313674927e-02  -1.280091404914855957e-01  4.039814174175262451e-01
